Crop,Season,State,Soil_Type,Area_ha,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Fertilizer,Pesticide,Irrigation,Yield_ton_per_ha
Groundnut,Kharif,Andhra Pradesh,Red,357.0,12.7,47.2,29.9,5.13,29.9,55.3,1204.2,264.0,12.16,1,1.238
Rice,Kharif,Uttar Pradesh,Clay,498.0,117.2,21.9,55.0,5.06,24.9,78.3,1085.3,92.8,5.92,1,1.799
Rice,Kharif,Karnataka,Sandy,495.8,87.6,27.2,54.9,5.06,28.3,65.0,762.6,293.1,23.09,1,2.328
Maize,Kharif,Uttar Pradesh,Alluvial,380.5,86.9,39.2,40.0,5.75,21.2,86.1,572.1,80.5,3.56,1,1.538
Barley,Rabi,Uttar Pradesh,Alluvial,422.33,108.1,35.1,30.9,8.08,26.8,55.4,1149.2,36.2,6.17,1,2.01
Rice,Zaid,Odisha,Clay,333.33,134.1,23.7,31.2,6.45,31.0,84.9,710.8,80.2,6.46,1,3.0
Sugarcane,Whole Year,Karnataka,Loamy,455.0,202.5,81.8,143.6,7.95,25.4,68.0,1235.3,333.9,1.82,0,108.3
Sugarcane,Kharif,Uttar Pradesh,Loamy,446.2,169.4,118.6,97.9,6.49,23.8,87.4,571.5,329.9,16.76,0,60.344
Chickpea,Rabi,West Bengal,Black,481.29,35.4,43.3,23.9,6.26,33.1,51.7,891.8,244.6,20.84,0,1.113
Mustard,Rabi,Uttar Pradesh,Sandy Loam,424.0,67.7,44.7,23.9,7.67,21.7,43.6,634.8,274.8,18.04,0,1.195
Mustard,Rabi,Uttar Pradesh,Sandy Loam,440.33,46.9,50.8,22.5,6.93,29.2,33.9,1152.7,163.2,8.39,0,0.841
Banana,Whole Year,Karnataka,Sandy,488.36,336.8,63.0,368.5,7.66,21.0,71.0,852.9,295.7,2.47,0,18.12
Soybean,Kharif,Maharashtra,Red,499.49,24.6,37.2,34.8,6.25,25.0,71.2,1346.3,35.8,3.58,1,1.257
Rice,Rabi,Bihar,Alluvial,499.43,75.3,22.9,25.9,5.53,23.3,69.1,857.6,70.8,16.16,0,0.701
Jute,Kharif,Assam,Loamy,8.0,35.8,30.3,36.1,5.62,22.7,65.2,1551.9,219.8,8.17,1,1.7
Wheat,Rabi,Gujarat,Clay,498.53,147.1,53.6,22.9,6.68,24.9,35.6,805.8,83.5,18.86,1,2.596
Chickpea,Rabi,Telangana,Red,491.0,28.6,39.0,16.1,7.03,24.5,37.7,516.2,203.5,11.87,1,1.253
Rice,Zaid,Assam,Clay,482.23,114.5,24.1,44.3,6.36,23.0,70.8,2754.3,119.0,1.11,0,2.994
Mustard,Rabi,Maharashtra,Loamy,300.0,54.1,34.0,25.7,6.92,27.5,43.6,804.4,242.5,17.89,1,0.333
Banana,Whole Year,Kerala,Loamy,429.17,298.4,60.5,328.1,7.13,29.5,76.6,2541.7,34.3,9.2,1,6.91
Chickpea,Rabi,Punjab,Red,200.0,35.5,38.0,18.6,7.36,21.1,57.9,727.6,281.0,20.34,1,1.0
Rice,Kharif,Andhra Pradesh,Alluvial,498.07,61.0,37.3,72.8,5.52,29.2,61.4,717.6,114.3,22.05,1,4.0
Rice,Zaid,West Bengal,Red,499.61,87.5,57.7,33.2,5.8,29.1,92.9,1277.5,261.5,19.55,1,2.969
Mustard,Rabi,Jharkhand,Red,13.85,57.3,47.3,20.1,7.46,24.1,35.7,1069.8,269.2,23.88,1,0.65
Barley,Rabi,Uttar Pradesh,Red,399.0,74.8,51.9,19.0,7.58,27.2,36.5,1050.0,309.4,2.04,1,1.024
Rice,Kharif,Rajasthan,Alluvial,3.0,107.8,28.5,36.6,6.81,26.3,94.8,268.0,53.5,3.42,0,1.333
Chickpea,Rabi,Gujarat,Black,488.89,12.6,63.1,19.4,7.54,20.9,46.6,626.7,152.2,10.99,1,0.75
Maize,Rabi,Andhra Pradesh,Sandy Loam,428.57,154.3,39.1,33.1,6.2,27.2,58.7,693.2,73.4,23.07,0,3.667
Sugarcane,Whole Year,Bihar,Alluvial,431.5,266.6,74.1,99.5,6.29,28.5,85.6,1389.5,103.5,17.09,1,54.424
Groundnut,Zaid,Gujarat,Loamy,495.24,14.8,56.2,47.1,5.25,32.4,52.2,835.6,243.4,18.48,1,2.141
Maize,Rabi,West Bengal,Sandy Loam,400.25,108.5,69.8,24.6,5.73,25.3,79.9,1024.8,182.0,21.3,1,2.49
Mustard,Rabi,Assam,Sandy Loam,489.5,82.5,24.9,18.6,7.69,27.6,54.0,1789.0,326.1,15.96,1,0.541
Rice,Kharif,Uttar Pradesh,Loamy,480.29,80.5,37.1,49.4,6.72,28.9,71.1,1123.2,63.6,8.03,1,2.499
Barley,Rabi,Uttar Pradesh,Alluvial,103.0,57.5,32.9,31.4,7.54,27.8,26.8,767.5,144.4,8.57,1,1.961
Jute,Kharif,Assam,Clay,487.67,91.2,14.8,17.4,5.26,23.2,95.6,3229.8,292.8,18.91,1,1.109
Mustard,Rabi,Chhattisgarh,Loamy,491.67,88.0,17.1,12.1,6.82,27.4,42.6,1535.8,267.2,2.08,0,0.501
Soybean,Kharif,Madhya Pradesh,Red,499.58,33.6,38.7,34.0,5.52,24.5,72.2,563.5,40.6,11.93,0,1.308
Wheat,Rabi,Assam,Alluvial,465.91,97.1,48.6,41.4,7.39,27.0,61.1,3076.8,160.1,16.95,1,1.303
Potato,Rabi,Uttar Pradesh,Sandy,485.29,123.1,117.6,122.3,6.5,26.4,52.9,485.3,292.2,11.51,0,13.815
Sugarcane,Whole Year,Madhya Pradesh,Loamy,352.0,209.6,91.3,121.1,6.65,22.8,74.6,1019.7,90.6,11.63,0,25.767
Potato,Whole Year,West Bengal,Loamy,498.73,162.8,74.1,163.9,5.83,24.8,55.7,800.3,280.0,24.21,1,9.303
Maize,Kharif,Haryana,Sandy,72.0,95.8,52.9,29.3,7.29,22.3,45.5,654.8,331.8,17.93,0,2.778
Groundnut,Whole Year,Tamil Nadu,Loamy,497.23,29.7,46.3,29.2,7.45,30.0,72.0,918.3,257.5,23.94,0,1.695
Chickpea,Rabi,Chhattisgarh,Red,499.5,31.1,37.8,23.8,6.54,27.7,50.4,1948.1,307.5,1.59,0,0.55
Chickpea,Rabi,Jharkhand,Loamy,407.06,40.0,42.4,19.3,6.7,26.8,41.8,1297.7,35.8,10.85,1,0.739
Maize,Rabi,Uttar Pradesh,Loamy,61.0,73.1,31.0,36.8,7.03,29.2,61.0,935.8,146.8,23.81,0,3.557
Potato,Whole Year,Gujarat,Loamy,493.33,134.2,100.3,95.1,5.69,27.6,81.2,574.4,173.9,24.5,1,22.824
Wheat,Rabi,Uttar Pradesh,Loamy,499.63,82.4,62.6,25.1,7.06,25.4,65.2,787.7,237.8,19.92,1,4.027
Potato,Whole Year,Madhya Pradesh,Sandy Loam,473.0,136.9,89.4,100.8,6.32,31.2,75.1,947.6,35.9,3.75,1,18.975
Mustard,Rabi,Bihar,Sandy Loam,490.33,68.7,27.9,13.3,7.59,27.5,64.5,1619.0,242.3,11.21,1,0.776
Barley,Kharif,Madhya Pradesh,Loamy,452.0,120.1,28.7,28.5,7.81,31.9,41.2,1480.4,81.7,9.91,1,2.985
Soybean,Kharif,Maharashtra,Alluvial,496.25,34.3,68.6,31.7,6.46,25.3,57.8,802.9,176.3,21.73,1,1.287
Mustard,Rabi,Chhattisgarh,Loamy,465.75,78.4,27.0,32.6,5.55,27.4,65.0,1322.7,52.2,10.32,0,0.354
Chickpea,Rabi,Bihar,Red,7.0,43.9,44.3,17.7,7.68,24.1,31.6,1010.3,169.1,8.12,0,1.143
Maize,Zaid,Bihar,Laterite,466.18,139.0,42.8,21.1,5.91,26.2,64.7,1082.1,284.9,21.73,0,3.844
Groundnut,Kharif,Uttar Pradesh,Loamy,354.33,23.0,41.8,27.4,6.38,18.2,41.0,1006.7,50.9,22.81,1,0.597
Sugarcane,Whole Year,Tamil Nadu,Black,456.2,371.3,47.6,106.0,5.77,23.3,68.0,691.6,302.3,24.75,1,107.538
Groundnut,Kharif,Uttar Pradesh,Sandy Loam,472.59,24.7,58.3,54.1,5.12,30.1,71.7,908.6,82.9,1.0,0,0.873
Rice,Rabi,Jharkhand,Alluvial,498.91,116.0,29.2,52.2,6.54,23.0,83.5,977.4,303.3,18.01,1,1.572
Rice,Kharif,Bihar,Alluvial,495.24,100.8,21.3,36.9,5.42,27.6,72.7,634.2,301.5,18.26,1,1.569
Cotton,Kharif,Punjab,Loamy,461.54,79.4,32.8,26.0,5.83,23.3,77.5,398.8,274.7,14.53,1,1.02
Chickpea,Rabi,Andhra Pradesh,Red,498.34,17.2,54.9,19.1,6.64,23.8,63.0,1054.1,45.8,7.29,1,1.468
Chickpea,Rabi,Uttar Pradesh,Black,499.0,35.2,61.9,21.0,7.15,25.4,54.2,1305.9,280.2,24.05,1,1.328
Barley,Rabi,Rajasthan,Sandy Loam,408.0,83.3,21.6,26.6,6.98,27.0,59.8,271.7,249.3,6.53,1,2.272
Chickpea,Rabi,Uttar Pradesh,Black,138.0,13.3,42.3,36.2,5.57,19.5,59.5,890.5,33.5,18.22,1,0.826
Chickpea,Rabi,Uttar Pradesh,Sandy Loam,497.16,50.9,38.8,27.5,6.75,22.3,52.0,1214.1,314.3,9.87,0,0.681
Jute,Kharif,West Bengal,Red,410.5,69.2,36.8,20.9,6.6,26.7,68.0,1621.1,62.0,18.46,1,2.532
Maize,Kharif,Bihar,Loamy,490.86,72.7,66.4,34.7,6.05,25.3,88.1,904.8,289.3,5.46,0,1.248
Banana,Whole Year,Gujarat,Clay,450.0,244.9,55.1,251.8,7.49,28.5,70.9,874.4,263.1,1.69,1,63.583
Chickpea,Rabi,Assam,Black,293.0,14.7,51.6,25.0,7.28,25.9,54.1,2428.8,279.4,13.84,1,0.655
Wheat,Rabi,Assam,Loamy,432.0,90.8,38.7,32.0,7.47,26.8,54.5,3130.9,68.1,8.44,1,0.747
Groundnut,Zaid,Gujarat,Red,494.58,24.6,43.5,44.4,5.14,21.6,71.4,1072.5,317.4,6.81,1,2.24
Wheat,Rabi,Rajasthan,Clay,496.96,113.3,38.5,41.2,7.75,32.7,69.6,247.6,190.2,11.63,1,1.404
Sugarcane,Kharif,Uttar Pradesh,Black,215.0,155.0,86.1,112.9,5.59,24.5,69.6,734.3,218.5,18.75,1,40.735
Maize,Kharif,Odisha,Loamy,184.0,118.7,42.3,37.8,6.62,24.2,67.2,920.5,273.9,10.19,1,0.78
Barley,Rabi,Rajasthan,Sandy Loam,434.0,71.8,52.1,39.3,7.8,26.6,47.5,246.2,64.7,2.27,1,2.164
Rice,Zaid,Assam,Loamy,456.0,132.4,35.5,71.7,6.59,24.0,85.2,1987.1,270.8,13.52,1,1.171
Rice,Kharif,Assam,Alluvial,373.0,86.1,28.5,25.6,5.76,28.7,69.2,1103.2,263.4,24.19,0,1.172
Jute,Kharif,Andhra Pradesh,Black,499.65,62.8,26.6,29.5,7.38,32.3,63.7,450.5,250.0,22.1,1,1.198
Rice,Rabi,Bihar,Clay,499.64,61.4,47.9,54.8,6.8,26.1,88.5,725.4,190.2,6.68,1,1.453
Banana,Whole Year,Assam,Clay,470.17,277.0,64.3,202.5,5.51,25.2,70.2,2711.7,135.7,17.11,1,13.257
Mustard,Rabi,Uttar Pradesh,Alluvial,490.0,38.5,18.1,12.1,6.2,24.8,43.3,919.4,207.1,14.45,1,1.153
Maize,Rabi,Uttar Pradesh,Loamy,465.43,112.7,53.5,20.4,7.33,23.2,71.3,648.1,311.9,15.51,1,3.553
Maize,Zaid,Uttar Pradesh,Loamy,381.0,159.1,37.3,54.5,7.14,27.2,60.0,1145.4,36.6,22.33,1,1.837
Maize,Kharif,Bihar,Sandy Loam,498.93,86.9,37.1,56.7,5.85,25.6,84.4,1574.6,258.4,20.85,0,1.433
Maize,Kharif,Madhya Pradesh,Alluvial,497.0,127.3,65.6,48.7,6.3,23.6,89.8,1620.4,97.9,2.79,0,2.555
Mustard,Rabi,Madhya Pradesh,Sandy Loam,63.0,51.4,27.2,29.1,7.39,21.7,41.4,1535.0,198.0,6.31,0,0.889
Soybean,Kharif,Maharashtra,Loamy,490.7,33.9,51.7,35.8,7.09,24.4,72.8,938.4,66.3,13.33,0,2.232
Maize,Rabi,West Bengal,Alluvial,26.0,98.4,30.8,21.2,6.27,25.3,63.1,2240.7,236.5,23.48,1,3.192
Rice,Kharif,Tamil Nadu,Clay,495.07,66.5,30.9,41.0,5.08,33.0,98.7,1100.2,42.9,18.12,1,4.828
Mustard,Rabi,Madhya Pradesh,Sandy Loam,487.5,62.2,34.5,32.2,7.88,24.7,40.2,560.3,90.2,13.76,0,0.87
Maize,Zaid,Uttar Pradesh,Loamy,112.0,185.7,40.0,28.6,6.28,29.0,80.8,1105.0,320.7,11.97,1,1.5
Chickpea,Rabi,Karnataka,Red,497.91,19.0,42.1,21.7,7.31,24.0,46.7,1773.5,195.2,22.8,1,0.633
Groundnut,Kharif,Uttar Pradesh,Loamy,1.0,28.7,57.2,26.7,6.35,29.3,73.5,450.4,206.7,4.2,1,1.0
Groundnut,Kharif,Madhya Pradesh,Sandy Loam,485.91,20.4,27.0,31.8,5.16,25.0,79.2,919.3,222.3,10.86,0,1.115
Cotton,Kharif,Gujarat,Black,498.96,111.7,31.2,22.5,7.76,30.6,49.4,688.2,319.3,17.48,1,0.673
Rice,Kharif,Madhya Pradesh,Alluvial,498.06,57.7,48.5,52.3,6.98,29.3,91.0,823.8,309.9,7.71,1,1.01
Maize,Kharif,Odisha,Sandy Loam,336.33,116.6,38.3,22.3,6.71,24.1,86.7,1187.8,320.5,0.82,0,1.71
Maize,Zaid,Bihar,Red,5.0,95.2,42.8,41.5,6.07,32.2,55.2,638.7,196.5,20.06,0,4.8
Maize,Kharif,Bihar,Loamy,480.76,174.9,68.5,41.1,6.84,25.4,48.4,676.6,322.3,8.94,0,5.213
Maize,Kharif,Uttar Pradesh,Alluvial,495.32,113.0,56.6,35.0,6.75,22.6,44.2,1166.4,77.7,10.07,0,1.034
Groundnut,Rabi,Odisha,Red,155.0,10.7,24.8,30.8,6.2,30.2,70.4,753.9,95.7,10.72,1,0.601
Mustard,Rabi,Rajasthan,Alluvial,496.44,62.1,30.5,19.8,5.56,23.6,60.4,476.5,122.4,15.58,1,1.347
Soybean,Kharif,Rajasthan,Black,1.0,29.3,45.3,26.0,7.26,29.6,82.2,558.7,204.5,19.9,1,1.0
Maize,Kharif,Uttar Pradesh,Sandy Loam,488.65,149.5,41.7,37.6,6.56,19.1,65.7,1024.5,193.7,1.43,0,0.857
Jute,Kharif,Assam,Alluvial,395.0,58.1,15.8,28.2,7.33,27.1,87.9,3149.6,301.4,21.01,0,0.952
Maize,Kharif,Uttar Pradesh,Loamy,497.29,106.7,75.7,37.8,5.59,25.4,42.3,917.0,45.1,5.66,1,1.023
Maize,Rabi,Uttar Pradesh,Loamy,299.0,75.5,48.5,23.4,6.66,20.2,42.1,806.1,127.7,21.44,1,3.555
Barley,Rabi,Uttar Pradesh,Loamy,33.0,71.1,53.3,32.4,7.67,26.6,61.5,883.9,309.1,1.13,1,2.606
Potato,Whole Year,Madhya Pradesh,Sandy,456.0,201.2,75.6,83.4,5.65,24.8,56.5,1413.5,111.2,19.45,0,15.255
Sugarcane,Whole Year,Karnataka,Laterite,344.0,223.0,52.5,69.9,6.17,23.8,62.6,676.2,79.5,0.64,1,57.0
Maize,Kharif,Odisha,Sandy Loam,332.5,89.4,26.6,37.6,5.79,27.0,59.2,1729.8,94.3,11.14,1,1.063
Groundnut,Whole Year,Tamil Nadu,Loamy,493.0,19.1,49.5,41.0,6.36,31.4,44.2,1008.9,112.9,10.86,1,2.199
Mustard,Rabi,Uttar Pradesh,Loamy,476.21,58.6,52.8,20.4,6.76,24.0,49.5,1311.4,341.9,16.22,1,1.071
Chickpea,Rabi,Andhra Pradesh,Red,487.8,18.5,46.3,19.6,6.02,28.9,26.9,487.9,158.8,8.67,1,1.06
Mustard,Rabi,Assam,Alluvial,475.0,57.7,34.9,10.5,5.62,25.5,58.9,2154.8,216.2,23.77,1,0.365
Rice,Rabi,Karnataka,Clay,3.0,50.5,18.7,71.9,5.29,25.5,60.5,1501.2,128.1,20.95,0,2.333
Cotton,Kharif,Rajasthan,Loamy,218.0,38.4,48.2,30.1,6.87,26.2,64.0,399.2,57.8,10.79,1,0.362
Potato,Whole Year,Madhya Pradesh,Alluvial,70.0,125.9,107.3,80.0,5.11,27.6,79.1,1574.5,241.4,0.81,1,13.0
Sugarcane,Whole Year,Andhra Pradesh,Black,131.0,173.1,123.2,101.8,7.06,26.6,86.7,620.4,226.3,2.62,1,93.931
Rice,Zaid,Maharashtra,Loamy,454.55,88.8,40.9,31.3,5.21,30.6,73.9,1175.4,287.9,13.4,1,2.54
Sugarcane,Kharif,Uttar Pradesh,Loamy,497.3,159.7,114.3,62.3,7.53,25.5,57.9,1301.1,316.6,20.94,1,51.78
Wheat,Rabi,Andhra Pradesh,Clay,131.0,111.4,28.4,23.9,6.21,31.8,53.2,1210.6,170.9,18.96,1,1.305
Groundnut,Kharif,Gujarat,Loamy,466.67,21.9,31.6,29.3,5.21,25.9,46.2,1112.2,239.0,12.03,0,0.929
Maize,Zaid,Gujarat,Alluvial,100.0,137.8,39.6,22.8,5.96,23.0,72.0,1060.0,167.2,11.81,1,1.0
Maize,Rabi,Maharashtra,Laterite,400.0,127.3,41.5,22.6,6.25,25.8,82.0,1276.5,234.8,5.07,1,3.125
Banana,Whole Year,Andhra Pradesh,Laterite,293.0,199.4,59.9,217.5,6.61,29.4,79.6,827.9,273.5,21.65,1,52.15
Maize,Zaid,Odisha,Alluvial,1.0,96.2,64.1,38.5,5.83,31.1,78.0,1031.0,197.2,5.35,1,2.3
Maize,Rabi,Karnataka,Clay,139.0,70.1,44.7,32.1,5.55,27.3,55.0,1560.2,258.8,5.41,1,3.576
Soybean,Kharif,Rajasthan,Black,496.8,61.6,39.4,31.0,7.38,34.4,57.0,511.7,253.8,21.36,0,1.511
Rice,Kharif,Rajasthan,Alluvial,418.5,95.0,51.7,39.5,5.65,30.9,75.0,321.6,111.2,1.72,1,1.467
Maize,Rabi,Maharashtra,Alluvial,300.0,95.9,39.6,25.5,7.11,28.9,53.3,925.1,60.1,14.39,1,2.333
Rice,Zaid,Assam,Alluvial,488.8,81.1,41.6,42.9,6.33,30.0,90.7,1901.7,219.0,2.53,1,1.941
Rice,Zaid,Kerala,Alluvial,499.62,82.5,37.5,54.3,5.91,28.3,92.1,2882.6,249.0,15.76,0,2.308
Rice,Kharif,Chhattisgarh,Alluvial,499.85,80.1,62.1,44.6,5.11,29.7,96.8,1261.4,39.3,17.4,1,1.896
Rice,Zaid,Karnataka,Loamy,495.32,84.7,33.3,50.2,5.44,26.3,71.3,895.3,214.4,2.36,1,3.191
Groundnut,Kharif,Chhattisgarh,Loamy,179.0,14.3,44.9,50.9,7.24,24.9,60.2,778.6,45.5,3.84,0,1.38
Potato,Rabi,Uttar Pradesh,Alluvial,487.12,112.2,61.8,121.3,6.42,24.5,68.6,1042.1,49.1,12.6,0,19.879
Sugarcane,Kharif,Uttar Pradesh,Alluvial,496.73,183.6,79.4,71.6,6.04,30.5,87.9,537.9,53.9,10.59,1,54.276
Wheat,Rabi,Haryana,Loamy,498.87,107.3,52.3,29.1,7.92,23.8,40.7,539.4,140.6,12.26,1,4.464
Maize,Zaid,Bihar,Sandy Loam,338.67,60.4,52.7,40.1,5.41,28.1,65.6,600.0,170.4,16.94,1,3.082
Chickpea,Rabi,Andhra Pradesh,Loamy,484.16,39.6,39.9,22.5,6.39,29.3,49.9,522.1,262.2,9.49,0,1.42
Potato,Whole Year,Andhra Pradesh,Alluvial,36.0,160.9,80.5,96.0,5.71,29.1,68.0,737.1,242.0,6.72,0,8.639
Jute,Kharif,Assam,Laterite,35.0,94.5,36.9,12.6,7.41,26.6,76.9,2413.3,176.6,13.42,1,0.661
Mustard,Rabi,Chhattisgarh,Loamy,442.0,58.2,32.1,19.2,6.93,24.0,59.8,1883.0,87.6,19.13,1,0.365
Rice,Rabi,Kerala,Alluvial,382.25,91.8,23.0,34.1,5.11,26.7,69.0,2045.1,250.2,6.23,0,2.36
Rice,Kharif,Telangana,Red,499.41,112.7,42.6,49.5,5.48,28.5,61.1,953.6,246.0,21.78,1,3.148
Barley,Rabi,Bihar,Alluvial,421.0,86.4,43.1,32.8,6.88,23.3,55.8,1543.6,283.7,23.95,1,1.054
Soybean,Kharif,Chhattisgarh,Loamy,493.83,42.6,78.1,29.6,7.04,28.7,46.9,1153.1,212.9,11.4,0,0.887
Potato,Whole Year,Madhya Pradesh,Sandy Loam,5.0,96.6,85.9,152.5,6.03,25.2,83.9,790.0,309.5,4.13,1,9.2
Rice,Kharif,Uttar Pradesh,Loamy,498.93,78.8,34.3,49.4,5.23,22.9,60.1,581.6,31.4,24.71,1,2.524
Jute,Kharif,Assam,Alluvial,408.5,79.5,27.1,28.4,5.86,24.6,84.7,2733.7,188.5,20.18,1,0.78
Chickpea,Rabi,Bihar,Loamy,26.0,35.7,56.0,22.3,7.44,26.1,28.7,554.2,54.9,7.8,1,1.077
Groundnut,Kharif,Andhra Pradesh,Laterite,494.74,21.0,37.5,49.1,5.71,25.1,48.2,1019.2,137.3,18.11,0,0.45
Wheat,Rabi,Jharkhand,Clay,408.0,107.8,39.0,29.4,5.56,27.6,36.8,1758.9,80.8,24.19,1,1.206
Mustard,Whole Year,Madhya Pradesh,Alluvial,418.33,57.0,54.6,16.6,7.84,23.6,30.4,816.6,48.8,20.33,0,1.177
Rice,Kharif,Haryana,Black,499.29,82.0,49.5,24.2,6.21,25.4,76.2,632.6,329.8,1.7,0,3.576
Maize,Kharif,Andhra Pradesh,Loamy,486.5,94.1,22.6,30.5,6.22,32.2,78.2,1139.0,133.1,12.78,0,4.668
Mustard,Rabi,Madhya Pradesh,Sandy Loam,457.75,101.7,56.2,33.9,5.69,20.7,39.0,686.6,188.8,11.2,1,0.43
Rice,Zaid,Maharashtra,Clay,300.0,70.8,68.5,46.8,6.81,28.4,73.1,1351.7,260.1,4.0,0,2.833
Mustard,Rabi,Assam,Clay,479.44,40.1,34.9,11.3,5.68,27.9,47.3,1759.9,93.1,16.36,1,0.417
Groundnut,Rabi,Karnataka,Loamy,119.0,35.9,23.3,32.0,7.09,23.2,79.0,641.8,227.1,19.2,1,0.849
Rice,Kharif,Karnataka,Loamy,77.0,103.5,14.6,22.8,5.64,23.7,72.2,1032.1,164.6,2.92,0,1.779
Wheat,Rabi,Rajasthan,Loamy,499.15,165.9,50.9,24.1,6.1,28.4,63.5,331.0,79.5,3.97,0,3.8
Chickpea,Rabi,Madhya Pradesh,Red,499.07,34.1,40.9,12.1,6.06,26.4,50.5,1620.2,341.7,11.3,0,0.927
Rice,Kharif,Uttar Pradesh,Loamy,498.79,99.9,28.8,57.4,7.47,26.5,76.4,1064.0,92.0,10.29,1,1.831
Potato,Rabi,Andhra Pradesh,Sandy Loam,24.0,193.2,63.5,133.0,5.02,28.8,87.2,630.5,49.2,21.81,1,14.375
Cotton,Whole Year,Karnataka,Loamy,484.0,96.3,18.2,31.5,8.28,27.8,42.2,668.8,302.2,7.98,0,0.395
Rice,Kharif,Gujarat,Loamy,498.17,92.0,32.9,68.5,6.21,28.8,88.2,837.8,307.6,6.91,1,2.381
Maize,Zaid,Gujarat,Alluvial,433.33,87.6,30.7,23.0,6.66,25.6,48.9,779.4,232.8,3.4,1,1.462
Groundnut,Kharif,Andhra Pradesh,Alluvial,487.09,28.9,41.0,51.7,7.28,27.5,45.7,1044.5,268.1,24.03,1,1.082
Mustard,Rabi,West Bengal,Loamy,492.88,67.2,46.1,33.9,6.05,23.5,31.6,2194.5,195.2,5.27,1,0.85
Tea,Kharif,Telangana,Loamy,18.73,211.6,64.7,28.7,5.52,22.7,71.4,1210.2,202.8,9.47,1,3.474
Rice,Kharif,Maharashtra,Black,499.16,88.7,35.7,59.7,5.18,27.3,88.5,1713.0,332.2,22.81,1,1.717
Barley,Rabi,Bihar,Red,409.67,44.2,33.4,28.4,6.82,26.4,51.7,631.6,57.1,19.73,1,0.655
Groundnut,Kharif,Gujarat,Red,491.67,26.9,65.2,40.8,5.28,32.9,79.3,1033.3,324.6,6.15,1,2.345
Tea,Whole Year,Gujarat,Laterite,4.93,205.0,34.8,62.6,4.23,33.5,99.0,1189.7,112.6,8.77,1,3.31
Rice,Zaid,Uttar Pradesh,Alluvial,480.17,107.1,21.5,56.0,7.44,24.7,83.5,465.4,208.5,9.08,1,2.05
Potato,Rabi,Karnataka,Loamy,15.0,148.2,60.7,115.8,6.13,31.8,58.2,1094.8,144.4,4.76,1,14.4
Rice,Rabi,Andhra Pradesh,Alluvial,491.27,65.5,27.2,52.8,6.16,22.5,60.7,957.2,245.9,2.9,1,3.124
Sugarcane,Whole Year,Bihar,Loamy,37.0,159.4,96.7,70.4,6.52,25.9,89.8,839.3,37.4,14.0,1,43.595
Maize,Rabi,Karnataka,Alluvial,497.31,78.9,23.4,26.0,5.89,26.6,81.1,945.0,103.1,14.25,1,3.355
Chickpea,Rabi,Uttar Pradesh,Loamy,490.5,19.5,43.5,33.3,5.86,30.5,39.4,1022.1,269.6,13.87,1,1.028
Wheat,Rabi,Bihar,Laterite,499.06,114.7,50.4,23.2,6.04,31.9,54.6,1175.5,336.7,3.73,1,2.05
Maize,Rabi,Karnataka,Sandy,94.0,114.1,33.5,55.4,7.08,25.1,70.5,1704.2,130.7,0.87,1,3.117
Chickpea,Rabi,West Bengal,Red,62.0,25.4,65.9,33.3,7.89,31.1,64.5,1649.8,105.3,20.43,0,1.065
Rice,Kharif,Rajasthan,Sandy,241.0,84.1,19.7,47.4,5.86,26.5,71.2,365.4,258.5,21.83,0,1.485
Wheat,Rabi,Madhya Pradesh,Loamy,488.61,109.3,43.6,27.9,6.57,30.1,57.9,1326.3,206.8,19.59,1,0.81
Potato,Whole Year,Madhya Pradesh,Loamy,496.5,99.4,68.7,180.9,5.06,27.1,81.6,1275.8,92.2,8.18,0,16.835
Rice,Rabi,Odisha,Sandy,497.58,88.0,68.9,37.4,6.17,31.3,78.4,1165.7,225.6,16.35,1,1.524
Soybean,Kharif,Madhya Pradesh,Red,499.15,53.7,73.8,26.4,6.04,23.7,61.5,606.4,93.8,9.81,1,1.308
Maize,Kharif,Andhra Pradesh,Loamy,445.0,144.7,33.8,48.3,5.64,28.0,80.9,980.8,126.0,9.03,1,3.578
Rice,Rabi,Bihar,Clay,497.95,89.7,43.4,67.0,5.67,25.6,78.6,1515.8,37.2,14.75,0,1.158
Barley,Rabi,Rajasthan,Loamy,403.5,52.9,32.3,20.2,6.98,26.1,32.1,584.6,110.0,10.54,1,2.164
Barley,Rabi,Madhya Pradesh,Alluvial,204.0,66.2,36.8,22.1,7.79,25.4,60.4,846.0,242.8,5.03,1,2.466
Rice,Kharif,Uttar Pradesh,Laterite,499.19,117.6,55.0,31.9,7.48,27.7,66.8,914.3,242.5,16.68,1,2.609
Tea,Whole Year,West Bengal,Black,52.62,106.0,28.4,73.8,4.47,25.1,95.5,1721.0,46.7,4.24,0,3.018
Groundnut,Kharif,Odisha,Sandy Loam,328.0,20.0,38.0,30.7,6.59,25.9,49.6,1574.6,187.4,3.33,1,0.855
Jute,Kharif,Bihar,Alluvial,495.25,62.0,32.3,21.6,5.45,28.6,71.6,553.6,290.9,17.8,0,1.163
Mustard,Rabi,Jharkhand,Sandy Loam,278.0,49.7,57.0,18.9,5.52,29.1,52.1,626.2,114.5,23.47,1,0.849
Banana,Zaid,Uttar Pradesh,Clay,29.0,175.7,64.8,224.9,7.67,26.6,87.9,824.1,338.1,17.39,1,44.655
